year,state_po,district,candidate,party,candidatevotes,totalvotes,fusion_ticket
2016,WY,0,OVER VOTE,,391,258788,FALSE
2016,WY,0,DANIEL CLYDE CUMMINGS,CONSTITUTION,10362,258788,FALSE
2016,WY,0,RYAN GREENE,DEMOCRAT,75466,258788,FALSE
2016,WY,0,,,739,258788,FALSE
2016,WY,0,LAWRENCE GERARD STRUEMPF,LIBERTARIAN,9033,258788,FALSE
2016,WY,0,LIZ CHENEY,REPUBLICAN,156176,258788,FALSE
2018,AL,1,ROBERT KENNEDY JR.,DEMOCRAT,89226,242617,FALSE
2018,AL,1,BRADLEY BYRNE,REPUBLICAN,153228,242617,FALSE
2018,AL,1,,,163,242617,FALSE
2018,AL,2,MARTHA ROBY,REPUBLICAN,138879,226230,FALSE
2018,AL,2,TABITHA ISNER,DEMOCRAT,86931,226230,FALSE
2018,AL,2,,,420,226230,FALSE
2018,AL,3,MIKE ROGERS,REPUBLICAN,147770,231915,FALSE
2018,AL,3,MALLORY HAGAN,DEMOCRAT,83996,231915,FALSE
2018,AL,3,,,149,231915,FALSE
2018,AL,4,ROBERT ADERHOLT,REPUBLICAN,184255,230969,FALSE
2018,AL,4,LEE AUMAN,DEMOCRAT,46492,230969,FALSE
2018,AL,4,,,222,230969,FALSE
2018,AL,5,MO BROOKS,REPUBLICAN,159063,260673,FALSE
2018,AL,5,PETER JOFFRION,DEMOCRAT,101388,260673,FALSE
2018,AL,5,,,222,260673,FALSE
2018,AL,6,GARY PALMER,REPUBLICAN,192542,278328,FALSE
2018,AL,6,DANNER KLINE,DEMOCRAT,85644,278328,FALSE
2018,AL,6,,,142,278328,FALSE
2018,AL,7,TERRI SEWELL,DEMOCRAT,185010,189163,FALSE
2018,AL,7,,,4153,189163,FALSE
2018,AK,0,ALYSE S. GALVIN,DEMOCRAT,131199,282166,FALSE
2018,AK,0,DON YOUNG,REPUBLICAN,149779,282166,FALSE
2018,AK,0,,,1188,282166,FALSE
2018,AZ,1,WENDY ROGERS,REPUBLICAN,122784,266089,FALSE
2018,AZ,1,TOM O'HALLERAN,DEMOCRAT,143240,266089,FALSE
2018,AZ,1,,,65,266089,FALSE
2018,AZ,2,LEA MARQUEZ PETERSON,REPUBLICAN,133083,294152,FALSE
2018,AZ,2,ANN KIRKPATRICK,DEMOCRAT,161000,294152,FALSE
2018,AZ,2,,,69,294152,FALSE
2018,AZ,3,"NICOLAS """"NICK"""" PIERSON",REPUBLICAN,64868,179518,FALSE
2018,AZ,3,RAUL GRIJALVA,DEMOCRAT,114650,179518,FALSE
2018,AZ,4,PAUL GOSAR,REPUBLICAN,188842,277035,FALSE
2018,AZ,4,DAVID BRILL,DEMOCRAT,84521,277035,FALSE
2018,AZ,4,HARYAKSHA GREGOR KNAUER,GREEN,3672,277035,FALSE
2018,AZ,5,ANDY BIGGS,REPUBLICAN,186037,313064,FALSE
2018,AZ,5,JOAN GREENE,DEMOCRAT,127027,313064,FALSE
2018,AZ,6,DAVID SCHWEIKERT,REPUBLICAN,173140,313699,FALSE
2018,AZ,6,ANITA MALIK,DEMOCRAT,140559,313699,FALSE
2018,AZ,7,RUBEN GALLEGO,DEMOCRAT,113044,132051,FALSE
2018,AZ,7,GARY SWING,GREEN,18706,132051,FALSE
2018,AZ,7,,,301,132051,FALSE
2018,AZ,8,DEBBIE LESKO,REPUBLICAN,168835,304417,FALSE
2018,AZ,8,HIRAL TIPIRNENI,DEMOCRAT,135569,304417,FALSE
2018,AZ,8,STEVEN HUMMEL,,13,304417,FALSE
2018,AZ,9,STEPHEN L FERRARA,REPUBLICAN,101662,261245,FALSE
2018,AZ,9,GREG STANTON,DEMOCRAT,159583,261245,FALSE
2018,AR,1,RICK CRAWFORD,REPUBLICAN,138757,201245,FALSE
2018,AR,1,CHINTAN DESAI,DEMOCRAT,57907,201245,FALSE
2018,AR,1,ELVIS PRESLEY,LIBERTARIAN,4581,201245,FALSE
2018,AR,2,FRENCH HILL,REPUBLICAN,132125,253453,FALSE
2018,AR,2,JOE RYNE SWAFFORD,LIBERTARIAN,5193,253453,FALSE
2018,AR,2,CLARKE TUCKER,DEMOCRAT,116135,253453,FALSE
2018,AR,3,MICHAEL J. KALAGIAS,LIBERTARIAN,5899,229708,FALSE
2018,AR,3,JOSH MAHONY,DEMOCRAT,74952,229708,FALSE
2018,AR,3,STEVE WOMACK,REPUBLICAN,148717,229708,FALSE
2018,AR,3,,,140,229708,FALSE
2018,AR,4,TOM CANADA,LIBERTARIAN,3952,204892,FALSE
2018,AR,4,HAYDEN CATHERINE SHAMEL,DEMOCRAT,63984,204892,FALSE
2018,AR,4,BRUCE WESTERMAN,REPUBLICAN,136740,204892,FALSE
2018,AR,4,,,216,204892,FALSE
2018,CA,1,AUDREY DENNEY,DEMOCRAT,131548,291594,FALSE
2018,CA,1,DOUG LA MALFA,REPUBLICAN,160046,291594,FALSE
2018,CA,2,DALE K. MENSING,REPUBLICAN,72576,315657,FALSE
2018,CA,2,JARED HUFFMAN,DEMOCRAT,243081,315657,FALSE
2018,CA,3,CHARLIE SCHAUPP,REPUBLICAN,97376,232251,FALSE
2018,CA,3,JOHN GARAMENDI,DEMOCRAT,134875,232251,FALSE
2018,CA,4,JESSICA MORSE,DEMOCRAT,156253,340654,FALSE
2018,CA,4,TOM MCCLINTOCK,REPUBLICAN,184401,340654,FALSE
2018,CA,5,ANTHONY MILLS,NO PARTY PREFERENCE,55158,261018,FALSE
2018,CA,5,MIKE THOMPSON,DEMOCRAT,205860,261018,FALSE
2018,CA,6,DORIS MATSUI,DEMOCRAT,162411,201939,FALSE
2018,CA,6,JRMAR JEFFERSON,DEMOCRAT,39528,201939,FALSE
2018,CA,7,AMI BERA,DEMOCRAT,155016,281617,FALSE
2018,CA,7,ANDREW GRANT,REPUBLICAN,126601,281617,FALSE
2018,CA,8,PAUL COOK,REPUBLICAN,102415,170785,FALSE
2018,CA,8,TIM DONNELLY,REPUBLICAN,68370,170785,FALSE
2018,CA,9,JERRY MCNERNEY,DEMOCRAT,113414,200763,FALSE
2018,CA,9,MARLA LIVENGOOD,REPUBLICAN,87349,200763,FALSE
2018,CA,10,JEFF DENHAM,REPUBLICAN,105955,221900,FALSE
2018,CA,10,JOSH HARDER,DEMOCRAT,115945,221900,FALSE
2018,CA,11,JOHN FITZGERALD,REPUBLICAN,71312,275681,FALSE
2018,CA,11,MARK DESAULNIER,DEMOCRAT,204369,275681,FALSE
2018,CA,12,LISA REMMER,REPUBLICAN,41780,317072,FALSE
2018,CA,12,NANCY PELOSI,DEMOCRAT,275292,317072,FALSE
2018,CA,13,BARBARA LEE,DEMOCRAT,260580,294837,FALSE
2018,CA,13,LAURA WELLS,GREEN,34257,294837,FALSE
2018,CA,14,CRISTINA OSMENA,REPUBLICAN,55439,266823,FALSE
2018,CA,14,JACKIE SPEIER,DEMOCRAT,211384,266823,FALSE
2018,CA,15,ERIC SWALWELL,DEMOCRAT,177989,243929,FALSE
2018,CA,15,RUDY L. PETERS JR.,REPUBLICAN,65940,243929,FALSE
2018,CA,16,ELIZABETH HENG,REPUBLICAN,60693,142959,FALSE
2018,CA,16,JIM COSTA,DEMOCRAT,82266,142959,FALSE
2018,CA,17,RO KHANNA,DEMOCRAT,159105,211162,FALSE
2018,CA,17,RON COHEN,REPUBLICAN,52057,211162,FALSE
2018,CA,18,ANNA G. ESHOO,DEMOCRAT,225142,302238,FALSE
2018,CA,18,CHRISTINE RUSSELL,REPUBLICAN,77096,302238,FALSE
2018,CA,19,JUSTIN JAMES AGUILERA,REPUBLICAN,57823,220319,FALSE
2018,CA,19,ZOE LOFGREN,DEMOCRAT,162496,220319,FALSE
2018,CA,20,JIMMY PANETTA,DEMOCRAT,183677,225721,FALSE
2018,CA,20,RONALD PAUL KABAT,NO PARTY PREFERENCE,42044,225721,FALSE
2018,CA,21,DAVID G. VALADAO,REPUBLICAN,56377,113616,FALSE
2018,CA,21,TJ COX,DEMOCRAT,57239,113616,FALSE
2018,CA,22,ANDREW JANZ,DEMOCRAT,105136,222379,FALSE
2018,CA,22,DEVIN G. NUNES,REPUBLICAN,117243,222379,FALSE
2018,CA,23,KEVIN MCCARTHY,REPUBLICAN,131113,205774,FALSE
2018,CA,23,TATIANA MATTA,DEMOCRAT,74661,205774,FALSE
2018,CA,24,JUSTIN FAREED,REPUBLICAN,117881,284431,FALSE
2018,CA,24,SALUD CARBAJAL,DEMOCRAT,166550,284431,FALSE
2018,CA,25,KATIE HILL,DEMOCRAT,133209,245022,FALSE
2018,CA,25,STEVE KNIGHT,REPUBLICAN,111813,245022,FALSE
2018,CA,26,"ANTONIO SABATO, JR.",REPUBLICAN,97210,255426,FALSE
2018,CA,26,JULIA BROWNLEY,DEMOCRAT,158216,255426,FALSE
2018,CA,27,BRYAN WITT,DEMOCRAT,42132,202636,FALSE
2018,CA,27,JUDY CHU,DEMOCRAT,160504,202636,FALSE
2018,CA,28,ADAM B. SCHIFF,DEMOCRAT,196662,250934,FALSE
2018,CA,28,JOHNNY J. NALBANDIAN,REPUBLICAN,54272,250934,FALSE
2018,CA,29,BENITO BENNY BERNAL,REPUBLICAN,29995,154692,FALSE
2018,CA,29,TONY CARDENAS,DEMOCRAT,124697,154692,FALSE
2018,CA,30,BRAD SHERMAN,DEMOCRAT,191573,260993,FALSE
2018,CA,30,MARK S. REED,REPUBLICAN,69420,260993,FALSE
2018,CA,31,PETE AGUILAR,DEMOCRAT,110143,187495,FALSE
2018,CA,31,SEAN FLYNN,REPUBLICAN,77352,187495,FALSE
2018,CA,32,GRACE FLORES NAPOLITANO,DEMOCRAT,121759,177031,FALSE
2018,CA,32,JOSHUA M. SCOTT,REPUBLICAN,55272,177031,FALSE
2018,CA,33,KENNETH WESTON WRIGHT,REPUBLICAN,93769,312860,FALSE
2018,CA,33,TED W. LIEU,DEMOCRAT,219091,312860,FALSE
2018,CA,34,JIMMY GOMEZ,DEMOCRAT,110195,151906,FALSE
2018,CA,34,KENNETH MEJIA,GREEN,41711,151906,FALSE
2018,CA,35,CHRISTIAN LEONEL VALIENTE,REPUBLICAN,45604,149024,FALSE
2018,CA,35,NORMA J. TORRES,DEMOCRAT,103420,149024,FALSE
2018,CA,36,KIMBERLIN BROWN PELZER,REPUBLICAN,84839,207008,FALSE
2018,CA,36,RAUL RUIZ,DEMOCRAT,122169,207008,FALSE
2018,CA,37,KAREN BASS,DEMOCRAT,210555,236378,FALSE
2018,CA,37,RON J. BASSILIAN,REPUBLICAN,25823,236378,FALSE
2018,CA,38,LINDA T. SANCHEZ,DEMOCRAT,139188,202156,FALSE
2018,CA,38,RYAN DOWNING,REPUBLICAN,62968,202156,FALSE
2018,CA,39,GIL CISNEROS,DEMOCRAT,126002,244393,FALSE
2018,CA,39,YOUNG KIM,REPUBLICAN,118391,244393,FALSE
2018,CA,40,LUCILLE ROYBAL-ALLARD,DEMOCRAT,93938,121449,FALSE
2018,CA,40,RODOLFO CORTES BARRAGAN,GREEN,27511,121449,FALSE
2018,CA,41,AJA SMITH,REPUBLICAN,58021,166248,FALSE
2018,CA,41,MARK TAKANO,DEMOCRAT,108227,166248,FALSE
2018,CA,42,JULIA C PEACOCK,DEMOCRAT,100892,231932,FALSE
2018,CA,42,KEN CALVERT,REPUBLICAN,131040,231932,FALSE
2018,CA,43,MAXINE WATERS,DEMOCRAT,152272,196052,FALSE
2018,CA,43,OMAR NAVARRO,REPUBLICAN,43780,196052,FALSE
2018,CA,44,AJA L. BROWN,DEMOCRAT,45378,143322,FALSE
2018,CA,44,NANETTE DIAZ BARRAGAN,DEMOCRAT,97944,143322,FALSE
2018,CA,45,KATIE PORTER,DEMOCRAT,158906,305289,FALSE
2018,CA,45,MIMI WALTERS,REPUBLICAN,146383,305289,FALSE
2018,CA,46,LOU CORREA,DEMOCRAT,102278,147916,FALSE
2018,CA,46,RUSSELL RENE LAMBERT,REPUBLICAN,45638,147916,FALSE
2018,CA,47,ALAN LOWENTHAL,DEMOCRAT,143354,221036,FALSE
2018,CA,47,JOHN BRISCOE,REPUBLICAN,77682,221036,FALSE
2018,CA,48,DANA ROHRABACHER,REPUBLICAN,136899,294736,FALSE
2018,CA,48,HARLEY ROUDA,DEMOCRAT,157837,294736,FALSE
2018,CA,49,DIANE L. HARKEY,REPUBLICAN,128577,295030,FALSE
2018,CA,49,MIKE LEVIN,DEMOCRAT,166453,295030,FALSE
2018,CA,50,AMMAR CAMPA-NAJJAR,DEMOCRAT,125448,259810,FALSE
2018,CA,50,DUNCAN HUNTER,REPUBLICAN,134362,259810,FALSE
2018,CA,51,JUAN M. HIDALGO JR.,REPUBLICAN,44301,153828,FALSE
2018,CA,51,JUAN VARGAS,DEMOCRAT,109527,153828,FALSE
2018,CA,52,OMAR QUDRAT,REPUBLICAN,107015,296007,FALSE
2018,CA,52,SCOTT PETERS,DEMOCRAT,188992,296007,FALSE
2018,CA,53,MORGAN MURTAUGH,REPUBLICAN,83127,268794,FALSE
2018,CA,53,SUSAN A. DAVIS,DEMOCRAT,185667,268794,FALSE
2018,CO,1,CHARLES CASPER STOCKHAM,REPUBLICAN,85207,369693,FALSE
2018,CO,1,DIANA DEGETTE,DEMOCRAT,272886,369693,FALSE
2018,CO,1,RAYMON ANTHONY DOANE,LIBERTARIAN,11600,369693,FALSE
2018,CO,2,JOE NEGUSE,DEMOCRAT,259608,430614,FALSE
2018,CO,2,PETER YU,REPUBLICAN,144901,430614,FALSE
2018,CO,2,ROGER BARRIS,LIBERTARIAN,9749,430614,FALSE
2018,CO,2,NICK THOMAS,INDEPENDENT,16356,430614,FALSE
2018,CO,3,SCOTT R. TIPTON,REPUBLICAN,173205,336189,FALSE
2018,CO,3,DIANE MITSCH BUSH,DEMOCRAT,146426,336189,FALSE
2018,CO,3,GAYLON KENT,LIBERTARIAN,5727,336189,FALSE
2018,CO,3,MARY M. MALARSIE,INDEPENDENT,10831,336189,FALSE
2018,CO,4,KAREN MCCORMICK,DEMOCRAT,145544,369582,FALSE
2018,CO,4,KEN BUCK,REPUBLICAN,224038,369582,FALSE
2018,CO,5,STEPHANY ROSE SPAULDING,DEMOCRAT,126848,322645,FALSE
2018,CO,5,DOUG LAMBORN,REPUBLICAN,184002,322645,FALSE
2018,CO,5,DOUGLAS RANDALL,LIBERTARIAN,11795,322645,FALSE
2018,CO,6,MIKE COFFMAN,REPUBLICAN,148685,346817,FALSE
2018,CO,6,JASON CROW,DEMOCRAT,187639,346817,FALSE
2018,CO,6,KAT MARTIN,LIBERTARIAN,5886,346817,FALSE
2018,CO,6,DAN CHAPIN,UNAFFILIATED,4607,346817,FALSE
2018,CO,7,ED PERLMUTTER,DEMOCRAT,204260,338006,FALSE
2018,CO,7,MARK BARRINGTON,REPUBLICAN,119734,338006,FALSE
2018,CO,7,JENNIFER NACKERUD,LIBERTARIAN,14012,338006,FALSE
2018,CT,1,JENNIFER T NYE,REPUBLICAN,96024,274140,FALSE
2018,CT,1,THOMAS MCCORMICK,GREEN,3029,274140,FALSE
2018,CT,2,DANNY POSTEMSKI JR,REPUBLICAN,102483,289114,FALSE
2018,CT,2,DANIEL REALE,LIBERTARIAN,3305,289114,FALSE
2018,CT,2,MICHELLE LOUISE BICKING,GREEN,3595,289114,FALSE
2018,CT,3,ANGEL CADENA,REPUBLICAN,95667,270239,FALSE
2018,CT,4,JIM HIMES,DEMOCRAT,168726,275651,FALSE
2018,CT,4,,,4,275651,FALSE
2018,CT,5,,,13,270664,FALSE
2018,DE,0,LISA BLUNT ROCHESTER,DEMOCRAT,227353,352737,FALSE
2018,DE,0,SCOTT WALKER,REPUBLICAN,125384,352737,FALSE
2018,FL,1,JENNIFER M. ZIMMERMAN,DEMOCRAT,106199,322388,FALSE
2018,FL,1,MATT GAETZ,REPUBLICAN,216189,322388,FALSE
2018,FL,2,BOB RACKLEFF,DEMOCRAT,96233,295568,FALSE
2018,FL,2,NEAL DUNN,REPUBLICAN,199335,295568,FALSE
2018,FL,3,TED YOHO,REPUBLICAN,176616,306496,FALSE
2018,FL,3,YVONNE HAYES HINSON,DEMOCRAT,129880,306496,FALSE
2018,FL,4,GEORGE 'GES' SELMONT,DEMOCRAT,123351,381249,FALSE
2018,FL,4,JASON MICHAEL BULGER,NO PARTY AFFILIATION,2321,381249,FALSE
2018,FL,4,JOCELINE BERRIOS,NO PARTY AFFILIATION,7155,381249,FALSE
2018,FL,4,JOHN H. RUTHERFORD,REPUBLICAN,248420,381249,FALSE
2018,FL,4,,,2,381249,FALSE
2018,FL,5,AL LAWSON,DEMOCRAT,180527,270326,FALSE
2018,FL,5,VIRGINIA FULLER,REPUBLICAN,89799,270326,FALSE
2018,FL,6,MICHAEL WALTZ,REPUBLICAN,187891,333649,FALSE
2018,FL,6,NANCY SODERBERG,DEMOCRAT,145758,333649,FALSE
2018,FL,7,MIKE MILLER,REPUBLICAN,134285,317398,FALSE
2018,FL,7,STEPHANIE MURPHY,DEMOCRAT,183113,317398,FALSE
2018,FL,8,BILL POSEY,REPUBLICAN,218112,360527,FALSE
2018,FL,8,SANJAY PATEL,DEMOCRAT,142415,360527,FALSE
2018,FL,9,DARREN SOTO,DEMOCRAT,172172,296737,FALSE
2018,FL,9,WAYNE LIEBNITZKY,REPUBLICAN,124565,296737,FALSE
2018,FL,11,DANA COTTRELL,DEMOCRAT,128053,367506,FALSE
2018,FL,11,DANIEL WEBSTER,REPUBLICAN,239395,367506,FALSE
2018,FL,11,,,58,367506,FALSE
2018,FL,12,ANGELIKA PURKIS,NO PARTY AFFILIATION,7510,334918,FALSE
2018,FL,12,CHRIS HUNTER,DEMOCRAT,132844,334918,FALSE
2018,FL,12,GUS MICHAEL BILIRAKIS,REPUBLICAN,194564,334918,FALSE
2018,FL,13,CHARLIE CRIST,DEMOCRAT,182717,316971,FALSE
2018,FL,13,GEORGE BUCK,REPUBLICAN,134254,316971,FALSE
2018,FL,15,KRISTEN CARLSON,DEMOCRAT,134132,285532,FALSE
2018,FL,15,ROSS SPANO,REPUBLICAN,151380,285532,FALSE
2018,FL,15,,,20,285532,FALSE
2018,FL,16,DAVID SHAPIRO,DEMOCRAT,164463,361946,FALSE
2018,FL,16,VERN BUCHANAN,REPUBLICAN,197483,361946,FALSE
2018,FL,17,ALLEN ELLISON,DEMOCRAT,117194,310520,FALSE
2018,FL,17,GREG STEUBE,REPUBLICAN,193326,310520,FALSE
2018,FL,18,BRIAN MAST,REPUBLICAN,185905,342359,FALSE
2018,FL,18,LAUREN BAER,DEMOCRAT,156454,342359,FALSE
2018,FL,19,DAVID HOLDEN,DEMOCRAT,128106,339607,FALSE
2018,FL,19,FRANCIS ROONEY,REPUBLICAN,211465,339607,FALSE
2018,FL,19,,,36,339607,FALSE
2018,FL,20,ALCEE L. HASTINGS,DEMOCRAT,202659,202824,FALSE
2018,FL,20,JAY BONNER,NO PARTY AFFILIATION,165,202824,FALSE
2018,FL,22,NICOLAS KIMAZ,REPUBLICAN,113049,297683,FALSE
2018,FL,22,TED DEUTCH,DEMOCRAT,184634,297683,FALSE
2018,FL,23,DEBBIE WASSERMAN SCHULTZ,DEMOCRAT,161611,276366,FALSE
2018,FL,23,DON ENDRISS,NO PARTY AFFILIATION,1612,276366,FALSE
2018,FL,23,JOSEPH 'JOE' KAUFMAN,REPUBLICAN,99446,276366,FALSE
2018,FL,23,TIMOTHY A. 'TIM' CANOVA,NO PARTY AFFILIATION,13697,276366,FALSE
2018,FL,25,MARIO DIAZ-BALART,REPUBLICAN,128672,212845,FALSE
2018,FL,25,MARY BARZEE FLORES,DEMOCRAT,84173,212845,FALSE
2018,FL,26,CARLOS CURBELO,REPUBLICAN,115678,235475,FALSE
2018,FL,26,DEBBIE MUCARSEL-POWELL,DEMOCRAT,119797,235475,FALSE
2018,FL,27,DONNA SHALALA,DEMOCRAT,130743,252586,FALSE
2018,FL,27,MARIA ELVIRA SALAZAR,REPUBLICAN,115588,252586,FALSE
2018,FL,27,MAYRA JOLI,NO PARTY AFFILIATION,6255,252586,FALSE
2018,GA,1,"EARL L. """"""""BUDDY"""""""" CARTER",REPUBLICAN,144741,250683,FALSE
2018,GA,1,LISA M. RING,DEMOCRAT,105942,250683,FALSE
2018,GA,2,HERMAN WEST JR,REPUBLICAN,92472,229171,FALSE
2018,GA,2,SANFORD BISHOP,DEMOCRAT,136699,229171,FALSE
2018,GA,3,DREW FERGUSON,REPUBLICAN,191996,293006,FALSE
2018,GA,3,CHUCK ENDERLIN,DEMOCRAT,101010,293006,FALSE
2018,GA,4,JOE PROFIT,REPUBLICAN,61092,288809,FALSE
2018,GA,4,"HENRY C """"""""HANK"""""""" JOHNSON JR",DEMOCRAT,227717,288809,FALSE
2018,GA,5,JOHN R. LEWIS,DEMOCRAT,275406,275406,FALSE
2018,GA,6,,,18,317032,FALSE
2018,GA,7,ROB WOODALL,REPUBLICAN,140430,280441,FALSE
2018,GA,7,CAROLYN BOURDEAUX,DEMOCRAT,140011,280441,FALSE
2018,GA,8,,,564,198716,FALSE
2018,GA,9,,,5,282578,FALSE
2018,GA,10,JODY HICE,REPUBLICAN,190396,302735,FALSE
2018,GA,10,TABITHA A. JOHNSON-GREEN,DEMOCRAT,112339,302735,FALSE
2018,GA,11,BARRY LOUDERMILK,REPUBLICAN,191887,310540,FALSE
2018,GA,11,FLYNN D. BROADY JR,DEMOCRAT,118653,310540,FALSE
2018,GA,12,,,3,250492,FALSE
2018,GA,13,,,93,293010,FALSE
2018,GA,14,TOM GRAVES,REPUBLICAN,175743,229724,FALSE
2018,GA,14,STEVEN LAMAR FOSTER,DEMOCRAT,53981,229724,FALSE
2018,HI,1,ED CASE,DEMOCRAT,134650,184211,FALSE
2018,HI,1,CAM CAVASSO,REPUBLICAN,42498,184211,FALSE
2018,HI,1,MICHELLE ROSE TIPPENS,LIBERTARIAN,3498,184211,FALSE
2018,HI,1,ZACHARY B. BURD,GREEN,2214,184211,FALSE
2018,HI,1,CALVIN C. GRIFFIN,NONPARTISAN,1351,184211,FALSE
2018,HI,2,TULSI GABBARD,DEMOCRAT,153271,198121,FALSE
2018,HI,2,BRIAN EVANS,REPUBLICAN,44850,198121,FALSE
2018,ID,1,GORDON COUNSIL,INDEPENDENT,1054,315069,FALSE
2018,ID,1,PAUL FARMER,INDEPENDENT,4479,315069,FALSE
2018,ID,1,NATALIE M. FLEMING,INDEPENDENT,6188,315069,FALSE
2018,ID,1,RUSS FULCHER,REPUBLICAN,197719,315069,FALSE
2018,ID,1,W. SCOTT HOWARD,LIBERTARIAN,5435,315069,FALSE
2018,ID,1,CRISTINA MCNEIL,DEMOCRAT,96922,315069,FALSE
2018,ID,1,PRO-LIFE,CONSTITUTION,3181,315069,FALSE
2018,ID,1,,,91,315069,FALSE
2018,ID,2,MIKE SIMPSON,REPUBLICAN,170274,280655,FALSE
2018,ID,2,AARON SWISHER,DEMOCRAT,110381,280655,FALSE
2018,IL,1,BOBBY L. RUSH,DEMOCRAT,189560,257885,FALSE
2018,IL,1,"JIMMY LEE TILLMAN, II",REPUBLICAN,50960,257885,FALSE
2018,IL,1,THOMAS RUDBECK,INDEPENDENT,17365,257885,FALSE
2018,IL,1,,,0,257885,FALSE
2018,IL,2,DAVID MERKLE,REPUBLICAN,44567,235251,FALSE
2018,IL,2,ROBIN KELLY,DEMOCRAT,190684,235251,FALSE
2018,IL,3,ARTHUR J. JONES,REPUBLICAN,57885,223334,FALSE
2018,IL,3,DANIEL WILLIAM LIPINSKI,DEMOCRAT,163053,223334,FALSE
2018,IL,3,,,2396,223334,FALSE
2018,IL,4,JESUS \CHUY\ GARCIA,DEMOCRAT,143895,166189,FALSE
2018,IL,4,MARK WAYNE LORCH,REPUBLICAN,22294,166189,FALSE
2018,IL,5,MIKE QUIGLEY,DEMOCRAT,213992,279131,FALSE
2018,IL,5,TOM HANSON,REPUBLICAN,65134,279131,FALSE
2018,IL,5,,,5,279131,FALSE
2018,IL,6,PETER J. ROSKAM,REPUBLICAN,146445,315446,FALSE
2018,IL,6,SEAN CASTEN,DEMOCRAT,169001,315446,FALSE
2018,IL,6,,,0,315446,FALSE
2018,IL,7,CRAIG CAMERON,REPUBLICAN,30497,246243,FALSE
2018,IL,7,DANNY K. DAVIS,DEMOCRAT,215746,246243,FALSE
2018,IL,8,JITENDRA \JD\ DIGANVKER,REPUBLICAN,67073,197127,FALSE
2018,IL,8,RAJA KRISHNAMOORTHI,DEMOCRAT,130054,197127,FALSE
2018,IL,9,JANICE D. SCHAKOWSKY,DEMOCRAT,213368,290351,FALSE
2018,IL,9,JOHN D. ELLESON,REPUBLICAN,76983,290351,FALSE
2018,IL,10,BRAD SCHNEIDER,DEMOCRAT,156540,238664,FALSE
2018,IL,10,DOUGLAS R. BENNETT,REPUBLICAN,82124,238664,FALSE
2018,IL,11,BILL FOSTER,DEMOCRAT,145407,227765,FALSE
2018,IL,11,NICK STELLA,REPUBLICAN,82358,227765,FALSE
2018,IL,12,BRENDAN KELLY,DEMOCRAT,118724,261543,FALSE
2018,IL,12,MIKE BOST,REPUBLICAN,134884,261543,FALSE
2018,IL,12,RANDY AUXIER,GREEN,7935,261543,FALSE
2018,IL,13,BETSY DIRKSEN LONDRIGAN,DEMOCRAT,134458,270981,FALSE
2018,IL,13,RODNEY DAVIS,REPUBLICAN,136516,270981,FALSE
2018,IL,13,,,7,270981,FALSE
2018,IL,14,LAUREN UNDERWOOD,DEMOCRAT,156035,297199,FALSE
2018,IL,14,RANDALL M. \RANDY\ HULTGREN,REPUBLICAN,141164,297199,FALSE
2018,IL,15,JOHN M. SHIMKUS,REPUBLICAN,181294,255608,FALSE
2018,IL,15,KEVIN GAITHER,DEMOCRAT,74309,255608,FALSE
2018,IL,15,,,5,255608,FALSE
2018,IL,16,ADAM KINZINGER,REPUBLICAN,151254,255825,FALSE
2018,IL,16,SARA DADY,DEMOCRAT,104569,255825,FALSE
2018,IL,16,,,2,255825,FALSE
2018,IL,17,CHERI BUSTOS,DEMOCRAT,142659,229749,FALSE
2018,IL,17,WILLIAM W. \BILL\ FAWELL,REPUBLICAN,87090,229749,FALSE
2018,IL,18,DARIN LAHOOD,REPUBLICAN,195927,291413,FALSE
2018,IL,18,JUNIUS RODRIGUEZ,DEMOCRAT,95486,291413,FALSE
2018,IN,1,PETER J. VISCLOSKY,DEMOCRAT,159611,245209,FALSE
2018,IN,1,MARK LEYVA,REPUBLICAN,85594,245209,FALSE
2018,IN,1,,,4,245209,FALSE
2018,IN,2,JACKIE WALORSKI,REPUBLICAN,125499,228889,FALSE
2018,IN,2,MEL HALL,DEMOCRAT,103363,228889,FALSE
2018,IN,2,,,27,228889,FALSE
2018,IN,3,JIM BANKS,REPUBLICAN,158927,245537,FALSE
2018,IN,3,COURTNEY TRITCH,DEMOCRAT,86610,245537,FALSE
2018,IN,4,JIM BAIRD,REPUBLICAN,156539,244363,FALSE
2018,IN,4,TOBI BECK,DEMOCRAT,87824,244363,FALSE
2018,IN,5,SUSAN W. BROOKS,REPUBLICAN,180035,317177,FALSE
2018,IN,5,DEE THORNTON,DEMOCRAT,137142,317177,FALSE
2018,IN,6,GREG PENCE,REPUBLICAN,154260,241726,FALSE
2018,IN,6,JEANNINE LEE LAKE,DEMOCRAT,79430,241726,FALSE
2018,IN,6,TOM FERKINHOFF,LIBERTARIAN,8030,241726,FALSE
2018,IN,6,,,6,241726,FALSE
2018,IN,7,ANDRE D. CARSON,DEMOCRAT,141139,217596,FALSE
2018,IN,7,"WAYNE """"GUNNY"""" HARMON",REPUBLICAN,76457,217596,FALSE
2018,IN,8,LARRY D. BUCSHON,REPUBLICAN,157396,244291,FALSE
2018,IN,8,WILLIAM TANOOS,DEMOCRAT,86895,244291,FALSE
2018,IN,9,TREY HOLLINGSWORTH,REPUBLICAN,153271,271361,FALSE
